time,pow_000,pow_001,pow_002,pow_003,pow_004,pow_005,pow_006,ws_000,wd_000,ws_001,wd_001,ws_002,wd_002,ws_003,wd_003,ws_004,wd_004,ws_005,wd_005,ws_006,wd_006
2020-02-17 00:10:00,2044397.875,2013846.750,1908553.625,1920509.125,1949415.875,1951935.250,1937226.875,11.444,235.755,11.062,237.116,10.384,235.979,10.487,236.258,10.604,236.813,10.806,235.927,10.474,236.638
2020-02-17 00:20:00,2037645.826,2011186.607,1938665.467,1920184.313,1836508.300,1884839.581,1879042.232,11.050,235.487,10.946,236.109,10.948,236.454,10.758,236.458,10.202,235.366,10.220,236.692,10.377,235.994
2020-02-17 00:30:00,2008033.069,1998661.928,1919141.245,1938726.990,1902361.889,1892072.744,1831312.668,11.028,236.256,11.001,235.910,10.278,235.998,10.920,235.362,10.659,236.064,10.690,237.927,10.301,235.554
2020-02-17 00:40:00,1957540.406,1856866.808,1749845.672,1937107.014,1925899.901,1856266.787,1850647.390,10.660,237.356,10.012,234.981,10.087,235.757,10.505,236.858,10.902,236.673,10.367,237.517,10.375,237.075
2020-02-17 00:50:00,1932400.808,1710348.157,1585689.045,1796733.273,1865186.020,1736879.612,1709916.511,10.773,234.789,10.096,235.872,9.440,236.673,9.918,237.129,9.983,234.504,9.756,234.670,9.806,235.539
2020-02-17 01:00:00,1936986.153,1763546.543,1482980.381,1616463.948,1517384.413,1513095.993,1739343.790,10.471,235.980,10.240,235.615,9.673,234.076,9.587,236.038,8.837,235.076,9.527,235.130,10.510,236.234
2020-02-17 01:10:00,1718164.751,1751041.643,1498910.990,1510100.769,1563596.321,1492415.987,1559569.218,9.881,234.514,10.092,234.221,9.653,234.283,9.601,233.713,10.194,234.064,9.605,235.231,9.045,236.933
2020-02-17 01:20:00,1529756.784,1616481.079,1545238.922,1400501.314,1522173.347,1402592.445,1393488.303,9.283,232.599,9.379,233.175,9.756,235.312,9.150,234.658,9.514,234.482,9.062,234.973,9.321,234.430
2020-02-17 01:30:00,1453271.150,1475199.133,1506539.299,1314300.790,1366161.359,1192637.594,1285736.129,9.798,234.055,9.264,234.028,9.493,233.689,9.322,233.280,9.015,233.526,8.623,233.900,9.077,234.777
2020-02-17 01:40:00,1483272.107,1412150.138,1373200.288,1362500.521,1342201.175,1215668.877,1223506.517,9.518,232.850,9.532,232.964,9.256,233.058,9.220,233.402,9.378,233.188,9.056,233.866,8.835,234.043
2020-02-17 01:50:00,1553505.194,1606878.832,1386146.753,1343121.441,1157602.754,1132266.264,1189793.536,9.698,233.897,9.906,234.578,9.312,232.435,9.384,233.757,8.395,231.425,8.844,234.305,8.907,233.092
2020-02-17 02:00:00,1623490.605,1507869.203,1264007.885,1281084.617,1214356.799,1189272.977,1170061.838,9.829,229.668,9.374,231.469,8.817,232.042,9.223,232.817,9.220,231.436,8.888,230.631,8.645,233.622
2020-02-17 02:10:00,1390336.203,1306570.672,1139000.114,1270280.689,1224539.273,1225143.247,1078852.670,8.820,228.788,8.728,228.524,8.670,229.274,8.868,229.224,9.042,229.788,9.317,230.307,8.534,230.463
2020-02-17 02:20:00,1077065.208,1096722.556,1198079.350,1210657.095,1182665.594,1189865.482,1051194.891,7.897,225.219,8.227,226.881,8.949,226.975,9.127,227.444,8.802,227.137,8.639,227.207,8.398,228.073
2020-02-17 02:30:00,1131391.869,1029683.144,1120678.323,1231045.947,1140197.719,1095793.229,1048160.697,9.169,225.417,8.682,223.857,8.514,223.381,9.011,223.878,8.548,223.247,8.485,223.704,8.573,223.790
2020-02-17 02:40:00,1142471.365,1007373.200,1086796.973,1159416.471,1008463.509,1088388.979,1087537.929,8.840,220.600,8.440,221.043,8.543,221.033,8.680,221.851,8.153,219.952,8.719,220.196,8.713,220.648
2020-02-17 02:50:00,1177891.476,1142766.500,1050247.962,1044160.077,924404.985,1044381.825,988647.275,9.038,217.985,9.157,219.514,8.470,217.900,8.455,218.701,8.046,218.198,8.247,218.758,7.877,219.433
2020-02-17 03:00:00,1137157.635,1155960.918,1002400.217,986201.498,835265.838,855493.223,888542.019,8.768,217.046,8.634,216.430,8.343,217.625,8.203,218.133,7.571,216.098,7.432,215.534,7.706,216.971
2020-02-17 03:10:00,1145014.749,1080024.648,1056793.637,927540.405,770696.399,807065.300,842371.435,8.841,215.398,8.756,213.819,8.832,212.960,8.070,214.914,7.643,215.659,7.826,214.438,7.795,215.449
2020-02-17 03:20:00,1165200.767,1066111.425,1084985.199,943848.738,798683.549,887469.948,877850.807,9.129,212.043,8.517,212.995,8.566,211.539,8.311,213.567,7.593,214.094,8.120,213.237,8.056,213.983
2020-02-17 03:30:00,1112006.026,1002213.428,1004217.215,952822.898,804141.530,987222.824,832421.138,8.641,211.528,8.315,211.391,8.394,210.831,8.353,212.404,7.822,212.465,8.540,211.618,7.563,211.656
2020-02-17 03:40:00,1072709.460,988786.133,906892.375,869749.608,751609.877,938181.829,943364.901,8.523,210.240,8.491,210.923,7.746,210.105,7.517,209.250,7.080,212.064,7.831,209.663,8.553,210.040
2020-02-17 03:50:00,1207936.193,1064124.041,916753.039,830883.969,703796.780,840032.044,877631.728,9.418,207.596,8.851,208.074,8.459,207.888,7.835,208.963,7.102,208.020,7.443,208.401,7.499,209.297
2020-02-17 04:00:00,1188231.872,1008732.317,864082.232,767094.130,706271.875,859478.389,830178.119,8.997,205.134,8.248,205.717,7.613,204.755,7.237,205.159,7.266,207.099,7.875,206.283,7.608,207.039
2020-02-17 04:10:00,1205781.374,1090167.074,907115.582,821299.322,706968.458,849883.199,799202.566,9.148,204.633,9.025,205.826,8.251,205.605,7.994,205.537,7.459,206.233,8.004,206.776,7.741,206.893
2020-02-17 04:20:00,1286752.625,1103729.514,896512.478,845160.094,764653.432,876671.829,877540.529,9.426,203.517,8.657,203.924,7.826,202.806,7.750,204.656,7.528,206.518,7.963,205.952,8.109,206.028
2020-02-17 04:30:00,1176900.406,1062427.964,911284.431,867383.423,791228.613,928910.716,918089.594,8.604,202.452,8.436,203.868,7.834,203.138,7.757,204.416,7.743,204.788,8.291,204.670,8.214,203.682
2020-02-17 04:40:00,1094243.061,961982.419,781270.774,732552.296,695969.794,849151.397,895677.013,8.833,202.228,7.932,202.090,7.060,201.634,6.848,203.382,6.835,206.530,7.465,205.140,7.905,204.589
2020-02-17 04:50:00,1139090.901,943273.030,820090.126,731290.711,706933.130,822651.587,814823.775,8.932,201.182,8.309,202.030,8.070,202.600,7.664,202.551,7.422,203.452,7.495,203.799,7.335,204.370
2020-02-17 05:00:00,1274627.531,1024263.536,828206.222,786115.902,726828.021,908360.965,796231.675,9.355,201.056,8.360,202.056,7.503,203.090,7.630,201.966,7.316,203.331,8.077,201.251,7.701,200.311
2020-02-17 05:10:00,1210003.918,1006475.533,825518.430,738736.879,691425.981,851582.576,844053.531,8.831,201.465,8.188,203.551,7.514,201.606,7.127,203.337,6.996,203.363,7.639,203.423,8.036,201.845
2020-02-17 05:20:00,1197060.074,962606.506,739073.518,743617.660,716726.379,936950.639,954532.862,8.911,200.337,7.969,200.435,7.095,202.337,7.467,203.570,7.623,203.073,8.479,201.675,8.261,200.721
2020-02-17 05:30:00,1224606.787,983575.971,744346.247,776042.750,713874.645,875143.070,898359.585,9.221,200.790,8.391,201.920,7.415,201.977,7.509,203.061,7.123,204.852,7.578,202.973,7.786,200.418
2020-02-17 05:40:00,1223821.872,988396.516,773283.514,766832.051,754498.402,866944.930,983745.757,9.022,199.908,8.109,201.095,7.444,203.588,7.326,204.674,7.571,205.423,8.019,203.412,8.316,202.069
2020-02-17 05:50:00,1295506.448,1026562.794,854506.444,885542.508,895191.690,978099.880,1044551.609,9.458,201.194,8.387,201.885,7.961,201.344,8.097,202.314,8.433,202.362,8.595,201.695,8.659,201.756
2020-02-17 06:00:00,1347320.908,1076488.744,812182.942,832585.285,875565.093,977857.665,1134770.418,9.180,201.717,8.461,202.137,7.154,201.501,7.126,204.258,7.610,203.989,8.013,203.148,8.828,201.433
2020-02-17 06:10:00,1411742.154,1114800.436,797721.974,762112.799,828685.496,938484.558,1113548.595,9.698,199.600,8.530,201.046,7.755,201.663,7.435,204.251,7.762,204.230,7.996,202.096,8.509,201.296
2020-02-17 06:20:00,1334525.394,1099883.641,876987.138,849904.968,950692.831,1128601.116,1242244.053,8.656,200.690,8.227,202.272,7.637,201.474,7.823,202.405,8.196,201.954,9.053,200.016,9.230,199.395
2020-02-17 06:30:00,1356165.881,1045849.532,851656.634,847082.449,965688.488,1114235.360,1242955.834,9.542,199.270,8.222,201.383,7.617,201.737,7.529,201.704,7.808,202.555,8.194,201.461,8.811,199.408
2020-02-17 06:40:00,1382699.283,1052938.112,807744.627,825154.378,841465.776,1001047.284,1140895.515,9.359,198.524,8.185,198.919,7.331,199.426,7.308,200.619,7.377,200.210,8.093,199.897,8.437,198.520
2020-02-17 06:50:00,1345252.898,1062420.536,830304.128,852060.011,879073.615,1039369.554,1111757.610,9.205,197.884,8.254,197.264,7.512,198.801,7.739,200.145,7.858,199.451,8.413,198.503,8.373,197.076
2020-02-17 07:00:00,1303494.561,943768.226,744508.697,838492.284,890198.212,1072011.907,1152887.861,8.892,197.631,7.535,197.963,7.055,198.792,7.568,199.053,7.958,199.418,8.729,198.543,8.805,197.152
2020-02-17 07:10:00,1360960.712,1034311.081,817441.433,903709.830,919611.676,1137566.191,1138972.014,9.294,199.523,8.593,199.511,7.955,199.297,7.957,199.608,7.722,199.213,8.465,197.262,8.334,196.721
2020-02-17 07:20:00,1359995.604,1060401.104,848003.944,960213.918,928600.459,1096007.792,1151036.434,9.016,196.504,8.345,195.601,7.594,197.120,8.155,198.981,8.263,197.684,8.662,197.996,9.004,196.916
2020-02-17 07:30:00,1368096.808,995145.042,784609.025,884776.455,924020.723,1101986.199,1178508.052,9.396,196.994,7.906,199.021,7.223,197.677,7.356,201.211,7.854,199.033,8.300,198.651,8.435,196.854
2020-02-17 07:40:00,1397632.359,943351.038,717610.736,795124.611,856344.530,1019585.275,1078235.436,9.292,198.592,8.021,198.939,7.292,199.977,7.409,201.438,7.613,200.813,8.025,199.493,7.797,199.250
2020-02-17 07:50:00,1494395.819,1108934.767,865057.595,896953.541,852323.329,1027378.508,1076096.458,9.537,198.841,8.687,199.810,7.944,199.608,7.914,199.446,7.751,200.038,8.255,199.134,8.599,198.518
2020-02-17 08:00:00,1494223.896,1109405.978,903714.783,888037.531,924407.949,1090371.788,1146564.815,9.630,202.578,8.378,202.143,7.921,202.049,7.687,202.927,7.909,203.464,8.635,201.616,8.876,202.097
2020-02-17 08:10:00,1635287.603,1287888.064,951257.118,915158.511,834078.118,1016900.095,1097475.434,10.119,202.001,9.325,202.082,8.072,201.745,7.894,203.042,7.330,201.537,8.068,200.908,8.155,201.506
2020-02-17 08:20:00,1647387.204,1230138.816,954165.084,917597.830,910802.314,1029546.069,1206916.917,10.025,204.292,8.782,204.947,8.054,205.013,7.950,203.716,8.373,204.253,8.498,205.178,9.241,204.004
2020-02-17 08:30:00,1565550.546,1261245.338,1008084.422,1065592.725,1079715.233,1179123.645,1262660.697,9.840,206.569,9.430,208.056,8.558,207.185,8.885,207.069,8.627,208.758,8.978,207.483,8.812,206.711
2020-02-17 08:40:00,1630103.888,1357867.760,1103007.390,1180206.961,1080758.964,1182701.254,1174784.738,9.846,205.188,9.046,207.404,8.853,208.222,9.080,207.381,8.462,206.633,8.671,205.014,8.284,205.652
2020-02-17 08:50:00,1407517.492,1368012.684,1247596.998,1221386.113,1100029.990,1194114.666,1078522.484,9.043,207.062,9.611,207.671,9.301,208.064,8.925,207.909,8.597,209.937,8.921,208.756,8.194,209.147
2020-02-17 09:00:00,1278669.578,1318203.017,1200698.965,1175438.330,1093106.028,1130200.193,911617.519,9.288,211.307,8.990,210.833,8.656,209.839,8.671,209.652,8.343,210.647,8.186,208.225,7.410,208.833
2020-02-17 09:10:00,1437364.201,1331412.494,1128484.733,988609.793,825943.848,883102.752,790308.759,10.000,211.240,9.631,212.587,8.830,212.713,7.937,212.771,7.609,213.354,7.866,210.781,7.591,210.737
2020-02-17 09:20:00,1375842.829,1209819.413,1049154.303,992714.949,839081.780,884256.047,716013.506,9.375,212.411,8.581,213.299,8.424,211.723,8.834,211.652,8.271,212.006,8.284,211.685,7.366,213.842
2020-02-17 09:30:00,1452057.097,1228731.748,1153065.919,1190825.764,1175918.656,1117214.710,906012.375,10.133,214.474,9.325,214.902,9.271,213.707,9.688,213.280,9.944,212.504,9.377,212.773,8.528,214.034
2020-02-17 09:40:00,1460855.673,1530701.334,1442394.228,1298497.186,1152777.697,1072431.850,855279.641,9.778,213.450,10.623,211.803,9.946,211.480,8.842,211.793,8.148,212.323,8.240,211.268,7.873,213.576
2020-02-17 09:50:00,1459899.069,1573529.437,1467019.318,1288001.828,1118807.077,1130329.195,864481.444,9.852,214.250,9.942,212.828,9.621,213.359,9.226,216.127,9.018,216.513,9.203,215.536,8.115,215.103
2020-02-17 10:00:00,1612383.849,1603462.488,1401291.474,1252459.385,1046899.607,1050089.656,843778.021,10.527,214.130,10.075,215.734,9.628,214.532,9.391,216.086,8.835,215.828,8.881,215.303,8.250,216.319
2020-02-17 10:10:00,1621221.602,1587242.590,1542429.986,1497536.887,1194989.065,1098473.742,840425.565,9.807,221.344,10.147,218.148,10.452,217.124,10.397,217.781,9.058,218.161,8.479,218.097,7.966,218.449
2020-02-17 10:20:00,1564522.786,1889256.303,1849667.991,1683332.319,1400680.161,1322542.088,1052796.228,10.204,217.448,11.325,218.557,10.995,219.429,10.689,220.875,10.507,222.558,10.318,222.839,9.077,220.431
2020-02-17 10:30:00,1772554.344,2040281.444,2000553.839,1729091.601,1611870.925,1585934.341,1467682.695,11.149,221.045,12.360,226.206,11.367,227.788,9.710,225.942,9.745,222.099,10.071,221.468,10.504,224.306
2020-02-17 10:40:00,2049502.614,2049398.308,1788093.290,1819626.621,1856562.583,1836607.862,1609153.931,12.282,223.933,11.543,225.126,10.070,224.458,11.682,225.889,11.975,224.592,11.597,226.820,9.870,228.466
2020-02-17 10:50:00,2049999.961,2044235.140,1953420.209,1993364.428,2049081.416,2048986.493,1843505.364,13.030,228.464,12.453,233.630,11.650,234.064,10.690,233.304,12.975,229.053,12.835,232.151,10.589,233.863
2020-02-17 11:00:00,2050000.000,2049979.186,2030316.915,1737316.444,2050000.000,2050000.000,1868559.519,12.730,233.232,11.505,236.766,10.978,237.547,9.762,233.200,11.887,227.945,12.068,228.173,11.364,228.646
2020-02-17 11:10:00,2049971.759,2028696.348,1803052.053,1570975.449,2049195.004,2048823.246,2027522.739,10.993,235.310,10.847,233.927,9.702,230.194,9.992,228.467,11.267,228.424,11.427,230.024,11.550,230.425
2020-02-17 11:20:00,1976460.858,1966168.292,1755774.682,1857804.363,2049996.748,2049995.246,2000820.489,10.050,233.869,10.960,228.779,10.891,228.473,11.371,233.790,11.902,233.729,11.780,236.292,10.458,236.477
2020-02-17 11:30:00,1946762.476,2049849.117,2029882.787,1836662.721,2047884.927,2045861.939,1858308.363,11.428,232.182,12.637,233.681,11.804,235.916,10.189,231.969,11.841,227.557,11.993,229.297,10.771,231.347
2020-02-17 11:40:00,2049594.942,2032889.376,2049773.961,1962778.122,2049992.350,2049985.033,2048702.300,12.778,241.707,10.751,237.483,11.747,231.664,12.272,233.242,13.153,235.752,13.535,237.871,13.513,238.744
2020-02-17 11:50:00,2045365.721,1975614.095,2049636.905,2049066.217,2049621.637,2050000.000,2049999.181,10.886,235.977,11.268,234.665,11.682,234.854,11.023,236.544,11.055,235.073,11.946,234.297,12.027,234.110
2020-02-17 12:00:00,2043035.853,2049649.854,2049998.291,2049141.318,1990158.804,2036251.082,2050000.000,12.657,233.907,13.882,237.425,13.688,241.994,12.192,242.918,10.448,238.285,10.402,236.800,11.098,236.226
2020-02-17 12:10:00,2049994.255,2050000.000,2050000.000,2049999.293,1901209.218,2045330.337,2050000.000,13.482,237.480,11.549,238.628,12.371,241.073,12.114,244.368,10.487,238.777,11.702,236.020,12.391,235.190
2020-02-17 12:20:00,2050000.000,2050000.000,2050000.000,2050000.000,1890006.300,2049974.774,2050000.000,12.060,237.300,12.527,234.800,12.750,233.743,12.505,236.800,10.833,238.493,11.860,238.317,12.627,241.293
2020-02-17 12:30:00,2049961.757,2050000.000,2050000.000,2049083.776,1924440.617,2049511.555,2050000.000,11.007,237.982,13.278,238.850,12.596,240.688,11.020,237.369,10.610,237.311,11.372,237.494,12.864,238.267
2020-02-17 12:40:00,2045527.019,2050000.000,2050000.000,2049421.537,2037889.896,2049026.875,2050000.000,12.961,241.316,11.114,243.392,11.735,238.500,13.824,240.428,12.589,243.383,11.525,241.097,12.501,237.046
2020-02-17 12:50:00,2049979.215,2050000.000,2050000.000,2049997.313,2046123.209,2037763.071,2050000.000,12.362,238.175,12.805,239.321,11.970,240.994,12.396,240.377,11.248,239.486,10.925,240.128,11.298,240.244
2020-02-17 13:00:00,2050000.000,2050000.000,2050000.000,2050000.000,2049994.827,2049983.437,2050000.000,11.913,245.784,11.302,243.024,12.052,239.162,11.560,236.324,12.493,235.893,13.012,236.776,13.385,238.461
2020-02-17 13:10:00,2050000.000,2046872.618,1982308.071,2050000.000,2050000.000,2050000.000,2050000.000,12.954,243.930,11.221,243.321,10.297,240.322,12.091,239.336,13.115,240.216,12.610,241.162,13.467,238.728
2020-02-17 13:20:00,2050000.000,2049981.898,2049608.186,2050000.000,2050000.000,2024076.042,2050000.000,12.531,239.988,13.438,241.722,13.300,242.950,11.518,244.292,11.409,245.115,9.986,244.584,11.833,242.286
2020-02-17 13:30:00,2050000.000,2050000.000,2050000.000,2048422.852,2050000.000,2039643.538,2015578.930,11.831,237.344,12.578,235.947,12.929,240.448,12.478,242.798,12.204,245.151,11.402,247.383,9.770,244.036
2020-02-17 13:40:00,2048419.824,2050000.000,2050000.000,2049998.300,2048060.460,1973087.736,2030758.930,11.184,240.293,12.883,240.514,13.363,242.132,13.069,246.316,11.028,243.204,10.820,237.725,12.096,238.983
2020-02-17 13:50:00,2049993.332,2050000.000,2050000.000,2050000.000,1991384.278,1978870.468,2049918.965,12.983,236.959,13.342,238.306,13.614,240.114,12.941,242.954,10.530,243.837,10.715,240.364,12.877,237.308
2020-02-17 14:00:00,2050000.000,2050000.000,2050000.000,2050000.000,2018426.119,1928309.425,2050000.000,12.898,244.638,11.949,243.150,12.070,244.798,12.346,247.435,11.327,246.628,10.767,243.395,12.402,241.788
2020-02-17 14:10:00,2050000.000,2050000.000,2047075.215,2045943.794,1988327.793,1975337.895,2050000.000,12.043,243.143,12.444,247.600,10.665,241.163,10.557,236.756,11.147,236.469,11.629,240.370,12.522,240.527
2020-02-17 14:20:00,2050000.000,2049545.487,2044605.928,2049274.880,2042693.241,2030855.337,2050000.000,11.074,246.837,11.304,240.171,12.979,240.746,12.438,242.995,11.543,240.928,11.384,241.203,11.653,239.866
2020-02-17 14:30:00,2050000.000,2049764.826,2048483.491,2049845.041,2012988.418,1915931.952,2046218.947,12.773,242.989,11.302,244.476,10.601,242.329,11.407,241.063,10.941,242.723,9.912,243.332,10.739,242.680
2020-02-17 14:40:00,2050000.000,2048817.846,2010971.123,1963654.090,2049081.300,2049166.678,2017713.389,13.677,240.711,12.219,241.054,10.746,243.918,10.071,243.696,11.795,242.875,12.458,243.856,10.583,241.303
2020-02-17 14:50:00,2050000.000,2049997.449,2044607.244,1955148.599,1934771.084,2029942.140,2049307.540,12.382,241.393,12.172,241.668,12.546,244.395,10.781,244.835,9.967,240.013,10.891,237.570,13.378,239.349
2020-02-17 15:00:00,2050000.000,2049812.809,2041366.840,1870379.791,1940615.827,2049339.561,2049998.972,13.205,243.956,10.941,244.183,10.958,245.568,10.627,243.940,10.927,242.479,11.901,240.814,13.179,239.103
2020-02-17 15:10:00,2050000.000,2048767.562,2049611.285,2046030.082,1899154.020,1920586.046,2048932.246,12.161,241.096,12.637,239.809,13.913,244.530,13.136,246.911,10.679,244.516,10.080,244.697,10.185,245.646
2020-02-17 15:20:00,2050000.000,2049997.080,2049999.131,2049991.684,1902390.204,2026228.508,2049997.469,11.218,243.785,13.847,243.594,13.708,246.530,11.665,247.804,10.585,245.948,11.151,245.029,11.987,242.735
2020-02-17 15:30:00,2050000.000,2050000.000,2050000.000,2050000.000,1951230.700,1868893.480,2019195.788,12.796,242.493,13.849,242.455,13.398,246.180,11.905,246.315,11.861,246.211,10.792,247.423,10.587,247.908
2020-02-17 15:40:00,2050000.000,2050000.000,2050000.000,2049886.327,2049609.597,2049282.076,2049820.459,12.316,247.275,12.099,241.842,12.619,242.875,11.302,242.423,12.865,239.620,13.537,240.301,14.063,243.360
2020-02-17 15:50:00,2050000.000,2050000.000,2050000.000,1948060.585,2050000.000,2050000.000,2049999.764,12.110,245.221,12.621,247.289,12.052,249.292,9.870,247.560,11.277,248.490,11.973,247.694,12.715,247.626
2020-02-17 16:00:00,2050000.000,2050000.000,2050000.000,1902631.509,2049458.226,2050000.000,2050000.000,12.687,249.456,13.164,248.682,12.090,248.872,10.542,246.007,11.341,245.062,11.781,245.220,11.648,245.712
2020-02-17 16:10:00,2050000.000,2050000.000,2050000.000,1938135.262,2049306.528,2050000.000,2050000.000,12.173,248.444,11.419,246.069,11.533,246.932,11.592,247.355,11.695,247.522,12.591,247.499,13.182,249.879
2020-02-17 16:20:00,2050000.000,2050000.000,2050000.000,2048691.988,2049998.486,2050000.000,2050000.000,12.724,250.216,13.048,250.186,12.783,249.326,11.504,250.562,11.860,249.191,12.025,247.674,12.411,247.752
2020-02-17 16:30:00,2050000.000,2050000.000,2050000.000,2049995.600,2038862.635,2043789.476,2050000.000,11.708,250.318,12.013,248.194,12.061,247.035,12.395,246.968,10.664,248.354,10.276,249.098,11.733,248.285
2020-02-17 16:40:00,2050000.000,2050000.000,2050000.000,2050000.000,2049029.814,2049467.335,2050000.000,11.409,250.364,12.024,247.992,13.890,249.713,12.081,250.162,11.357,249.938,11.558,248.578,12.491,249.451
2020-02-17 16:50:00,2050000.000,2050000.000,2050000.000,2050000.000,2048582.640,2039034.328,2049820.896,12.684,252.500,11.276,250.807,12.481,250.458,12.482,249.565,11.235,250.088,10.907,248.254,10.757,249.138
2020-02-17 17:00:00,2050000.000,2050000.000,2050000.000,2050000.000,2011758.707,1937135.704,2031530.941,11.218,249.448,12.160,247.367,11.796,248.582,11.947,248.055,10.866,246.947,10.136,248.547,10.790,248.061
2020-02-17 17:10:00,2050000.000,2050000.000,2050000.000,2050000.000,2047990.473,2017066.920,2017035.081,11.614,249.117,11.736,248.588,11.931,247.747,13.268,248.289,12.394,248.577,12.170,251.104,11.255,250.352
2020-02-17 17:20:00,2050000.000,2050000.000,2050000.000,2050000.000,2049991.610,2049815.501,2049010.392,13.248,250.039,12.530,250.388,11.653,250.769,11.992,250.621,11.710,249.275,11.196,249.170,11.589,248.549
2020-02-17 17:30:00,2050000.000,2049896.310,2048806.061,2050000.000,2049589.361,2047859.958,2049168.491,12.000,249.837,11.003,248.826,11.100,248.860,11.478,247.399,10.980,246.752,11.221,246.321,11.313,248.250
2020-02-17 17:40:00,2050000.000,2048701.608,2048074.352,2044768.680,2049861.776,2049614.680,2049999.316,12.664,248.082,11.243,246.669,11.211,249.327,10.740,248.228,11.734,247.789,12.036,249.300,11.554,251.228
2020-02-17 17:50:00,2050000.000,2049998.747,2049998.143,2049190.854,2049999.867,2049999.630,2049924.947,12.215,249.187,12.312,249.663,12.231,249.938,12.041,250.149,11.586,250.117,11.662,250.458,11.323,248.613
2020-02-17 18:00:00,2050000.000,2049988.546,2049165.014,2036185.054,2010455.003,2034474.887,1922037.810,11.342,247.729,11.609,249.116,11.002,248.595,10.587,247.619,10.371,245.605,10.654,246.843,9.530,245.736
2020-02-17 18:10:00,2048419.279,2014593.475,1985682.766,1981698.135,1985768.750,1965613.625,1846339.496,10.922,248.383,10.231,247.396,10.500,247.838,10.969,249.163,11.147,247.651,10.590,248.631,10.540,248.183
2020-02-17 18:20:00,2049853.076,2032693.142,2014198.242,2045923.305,2015013.306,1997602.686,1993108.400,11.950,247.749,11.025,246.662,10.888,247.331,11.759,248.494,11.252,248.112,11.104,248.375,11.257,248.820
2020-02-17 18:30:00,2049999.402,2037284.188,2039058.361,2014578.370,1996107.802,1950986.196,1931280.170,11.599,249.102,11.346,246.137,11.330,246.994,10.558,245.595,10.329,245.839,10.083,245.580,10.128,246.179
2020-02-17 18:40:00,2032522.901,1872103.093,1878166.985,1858454.757,1816854.724,1746538.467,1822087.364,10.610,244.945,9.724,243.955,9.698,245.182,10.006,243.566,9.885,243.978,10.016,243.875,10.481,245.790
2020-02-17 18:50:00,1982132.869,1920965.049,1767678.455,1818618.135,1857611.162,1945025.214,1915433.849,11.102,244.730,10.819,244.605,10.456,245.545,10.676,244.407,10.578,244.212,11.147,246.141,10.536,245.854
2020-02-17 19:00:00,2044712.926,2040585.782,1978468.079,1918622.684,1907821.234,1939578.678,1903805.493,11.296,245.483,11.608,245.914,11.336,245.627,10.808,245.219,10.766,244.851,10.409,245.305,10.417,245.275
2020-02-17 19:10:00,2015775.840,2028440.347,1790457.890,1857706.056,1786479.443,1858138.257,1660326.612,10.734,244.904,10.858,242.938,9.418,243.848,10.220,243.084,9.630,241.946,10.141,243.566,9.332,242.807
2020-02-17 19:20:00,1804690.840,1876849.513,1661182.559,1749310.954,1705505.577,1790245.459,1764594.079,9.784,242.243,10.003,242.371,9.903,242.919,10.193,241.531,10.223,242.885,10.336,243.841,10.734,245.133
2020-02-17 19:30:00,1858352.262,1840379.354,1850747.791,1896924.132,1908256.954,1815383.530,1713442.533,10.850,243.902,10.412,243.052,10.940,243.518,10.913,243.827,11.138,243.335,10.489,244.611,9.939,242.663
2020-02-17 19:40:00,1828008.979,1885746.409,1817825.116,1818699.136,1834113.772,1820214.774,1551951.276,10.186,243.858,10.702,242.223,10.103,243.253,10.226,242.244,9.910,240.049,10.014,241.875,9.352,241.154
2020-02-17 19:50:00,1884792.812,1771754.832,1586117.665,1592671.207,1623191.795,1742485.092,1609934.488,10.697,241.211,10.061,240.109,9.202,240.163,9.435,238.783,9.635,240.496,10.308,241.098,10.411,242.053
2020-02-17 20:00:00,1760538.464,1849806.668,1663671.268,1835627.753,1679032.705,1811316.495,1854159.475,10.059,242.483,10.792,241.869,10.489,242.558,11.090,241.918,10.340,242.003,10.371,242.939,10.660,242.073
2020-02-17 20:10:00,1849169.061,1879704.257,1809799.392,1843911.891,1744161.749,1662328.219,1614606.790,10.568,242.042,10.393,240.598,10.437,241.664,10.061,239.964,10.288,240.504,9.712,241.429,9.256,240.085
2020-02-17 20:20:00,1755571.800,1712083.393,1651867.830,1615707.819,1721788.445,1642697.010,1544006.755,10.006,239.938,9.586,238.967,9.467,239.373,9.713,239.323,10.033,239.565,9.951,240.272,9.747,239.786
2020-02-17 20:30:00,1821659.433,1680364.822,1671040.851,1760729.333,1778132.043,1651925.754,1615394.431,10.848,241.249,10.367,240.639,10.426,241.745,10.747,241.694,10.380,241.743,10.150,242.432,9.973,241.193
2020-02-17 20:40:00,1925459.702,1766404.439,1745449.748,1759501.909,1693286.648,1571299.959,1377017.478,10.635,239.987,9.987,240.658,9.848,239.659,9.913,239.008,9.786,238.532,9.420,239.055,8.875,237.541
2020-02-17 20:50:00,1752201.268,1575631.738,1514521.600,1606348.035,1627632.955,1467752.659,1441568.981,9.744,237.531,9.625,237.888,9.475,237.850,9.924,238.139,10.211,238.633,9.628,239.371,9.928,240.203
2020-02-17 21:00:00,1805170.654,1710172.004,1758928.270,1703159.539,1835361.250,1735300.463,1708596.719,10.884,240.708,10.648,239.158,10.625,240.546,10.372,239.714,10.655,239.353,10.650,240.388,10.215,240.093
